행사명,장소,행사내용,행사시작일자,행사종료일자,행사시작시각,행사종료시각,요금정보,주관기관명,주최기관명,전화번호,후원기관명,객석수,관람요금,입장연령,할인정보,유의사항,홈페이지주소,예매정보,주차장보유여부,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
2026년 04월 문화가 있는 날 영화상영 <휴민트>,장성문화예술회관 대공연장,영화상영,2026-04-26,2026-04-26,19:00,21:00,무료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,486,0,15세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2026년 04월 공연 <사과가 쿵>(3회),장성문화예술회관 소공연장,어린이공연,2026-04-18,2026-04-18,16:00,17:00,유료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,199,4000,24개월이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2026년 04월 공연 <사과가 쿵>(2회),장성문화예술회관 소공연장,어린이공연,2026-04-18,2026-04-18,14:00,15:00,유료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,199,4000,24개월이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2026년 04월 공연 <사과가 쿵>(1회),장성문화예술회관 소공연장,어린이공연,2026-04-18,2026-04-18,11:00,12:00,유료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,199,4000,24개월이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2026년 03월 문화가 있는 날 영화상영 <만약에 우리>,장성문화예술회관 대공연장,영화상영,2026-03-24,2026-03-24,19:00,21:00,무료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,486,0,15세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2026년 11월 문화가 있는 날 영화상영,장성문화예술회관 대공연장,영화상영,2026-11-24,2026-11-24,19:00,21:00,무료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,486,0,12세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2026년 11월 공연 <더 매직 서커스>(2회),장성문화예술회관 대공연장,어린이공연,2026-11-14,2026-11-14,15:00,16:00,유료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,684,6000,24개월이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2026년 11월 공연 <더 매직 서커스>(1회),장성문화예술회관 대공연장,어린이공연,2026-11-14,2026-11-14,11:00,12:00,유료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,684,6000,24개월이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2026년 11월 공연 <뮤지컬 헤어드레서>,장성문화예술회관 대공연장,기획공연,2026-11-10,2026-11-10,19:00,20:40,유료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,684,10000,7세이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2026년 10월 문화가 있는 날 영화상영,장성문화예술회관 대공연장,영화상영,2026-10-27,2026-10-27,19:00,21:00,무료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,486,0,12세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2026년 10월 공연 <알라딘>(3회),장성문화예술회관 소공연장,어린이공연,2026-10-24,2026-10-24,16:00,17:00,유료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,199,4000,24개월이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2026년 10월 공연 <알라딘>(2회),장성문화예술회관 소공연장,어린이공연,2026-10-24,2026-10-24,14:00,15:00,유료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,199,4000,24개월이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2026년 10월 공연 <알라딘>(1회),장성문화예술회관 소공연장,어린이공연,2026-10-24,2026-10-24,11:00,12:00,유료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,199,4000,24개월이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2026년 10월 공연 <연극 7시에 만나>,장성문화예술회관 대공연장,기획공연,2026-10-13,2026-10-13,19:00,20:40,유료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,684,10000,7세이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2026년 09월 문화가 있는 날 영화상영,장성문화예술회관 대공연장,영화상영,2026-09-29,2026-09-29,19:00,21:00,무료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,486,0,12세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2026년 09월 공연 <강아지 똥>(2회),장성문화예술회관 대공연장,어린이공연,2026-09-19,2026-09-19,15:00,16:00,유료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,684,6000,24개월이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2026년 09월 공연 <강아지 똥>(1회),장성문화예술회관 대공연장,어린이공연,2026-09-19,2026-09-19,11:00,12:00,유료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,684,6000,24개월이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2026년 09월 공연 문화공연,장성문화예술회관 대공연장,기획공연,2026-09-08,2026-09-08,19:00,20:40,유료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,684,6000,7세이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2026년 08월 문화가 있는 날 영화상영,장성문화예술회관 대공연장,영화상영,2026-08-25,2026-08-25,19:00,21:00,무료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,486,0,12세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2026년 08월 공연 <아기돼지 삼형제>(3회),장성문화예술회관 소공연장,어린이공연,2026-08-08,2026-08-08,16:00,17:00,유료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,199,4000,24개월이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2026년 08월 공연 <아기돼지 삼형제>(2회),장성문화예술회관 소공연장,어린이공연,2026-08-08,2026-08-08,14:00,15:00,유료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,199,4000,24개월이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2026년 12월 문화가 있는 날 영화상영,장성문화예술회관 대공연장,영화상영,2026-12-22,2026-12-22,19:00,21:00,무료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,486,0,12세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2026년 12월 공연 <산타클로스와 브레맨 음악대>(3회),장성문화예술회관 소공연장,어린이공연,2026-12-12,2026-12-12,16:00,17:00,유료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,199,4000,24개월이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2026년 12월 공연 <산타클로스와 브레맨 음악대>(2회),장성문화예술회관 소공연장,어린이공연,2026-12-12,2026-12-12,14:00,15:00,유료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,199,4000,24개월이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2026년 12월 공연 <산타클로스와 브레맨 음악대>(1회),장성문화예술회관 소공연장,어린이공연,2026-12-12,2026-12-12,11:00,12:00,유료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,199,4000,24개월이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
